itm_id,val_id,val_txt
S0501,2,Rest Home with Nursing Supervision (RHNS)
S0510,0,No
S0510,1,Yes
S0510,9,N/A - PASRR not indicated
S0511,YYYYMMDD,PASRR Complete Date
S0512,0,No
S0512,1,Yes
S0512,9,N/A
S0520,01,Significant change in functional status
S0520,02,Deterioration in cognitive status
S0520,03,Change in the availability/status of primary caregivers
S0520,04,Difficulty arranging or paying for needed in-home care or support
S0520,05,Failed to succeed in residential care home
S0520,06,Short term rehabilitation or skilled care
S0520,99,None of the Above
S1000,0,No
S1000,1,Yes
S1001,0,No
S1001,1,Yes
S1100F1,Text,Name of first MDRO
S1100F2,Text,Name of second MDRO
S2000,0,No
S2000,1,Yes
S2000,2,Limited
S2001,0,No
S2001,1,Yes
S2001,2,Limited
S2010,0,No
S2010,1,Yes
S2011,0,No
S2011,1,Yes
S2015,0,No
S2015,1,Yes
S2016,0,No
S2016,1,Yes
S2040,0,Program not provided in last 7 days
S2040,1,Program provided 1 - 3 days in last 7 days
S2040,2,Program provided 4 - 6 days in last 7 days
S2040,3,Program provided daily in last 7 days
S2050,0,No
S2050,1,At least one day a week
S2050,2,At least two days a week
S2050,3,At least three days a week
S2050,4,At least four days a week
S2050,5,Five or more days a week
S3100A,0,None
S3100A,1,Right
S3100A,2,Left
S3100A,3,Both sides
S3100B,0,None
S3100B,1,Right
S3100B,2,Left
S3100B,3,Both sides
S3100C,0,None
S3100C,1,Right
S3100C,2,Left
S3100C,3,Both sides
S3100D,0,None
S3100D,1,Right
S3100D,2,Left
S3100D,3,Both sides
S3100E,0,None
S3100E,1,Right
S3100E,2,Left
S3100E,3,Both sides
S3100F,0,None
S3100F,1,Right
S3100F,2,Left
S3100F,3,Both sides
S3100G,0,None
S3100G,1,Right
S3100G,2,Left
S3100G,3,Both sides
S3100H,0,None
S3100H,1,Right
S3100H,2,Left
S3100H,3,Both sides
S3100Z,0,None
S3100Z,1,Right
S3100Z,2,Left
S3100Z,3,Both sides
S3200A,1,Right
S3200A,2,Left
S3200A,3,Ambidextrous
S3200A,9,Unable to determine
S3200B,1,Full
S3200B,2,Limited
S3200B,3,None
S4000A,0,Never
S4000A,1,Attempt more than 1 year ago
S4000A,2,Attempt in the last year
S4000A,3,Attempt in the last 7 days
S4000A,4,Attempt within last 3 days
S4000B,0,No
S4000B,1,Yes
S4000C,0,No
S4000C,1,Yes
S4000D,0,No
S4000D,1,Yes
S4010A,0,Minimum value
S4010A,3,Maximum value
S4010B,0,Minimum value
S4010B,3,Maximum value
S4010C,0,Minimum value
S4010C,3,Maximum value
S4010D,0,Minimum value
S4010D,3,Maximum value
S4010E,0,Minimum value
S4010E,3,Maximum value
S4500,0,None
S4500,1,One
S4500,2,Two to four
S4500,3,Five or more
S4510A,0,Never or more than one year ago
S4510A,1,Within the last year
S4510A,2,Within the last 3 months
S4510A,3,Within the last month
S4510A,4,Within the last 7 days
S4510A,5,Within the last 3 days
S4510B,0,Never or more than one year ago
S4510B,1,Within the last year
S4510B,2,Within the last 3 months
S4510B,3,Within the last month
S4510B,4,Within the last 7 days
S4510B,5,Within the last 3 days
S4510C,0,Never or more than one year ago
S4510C,1,Within the last year
S4510C,2,Within the last 3 months
S4510C,3,Within the last month
S4510C,4,Within the last 7 days
S4510C,5,Within the last 3 days
S4510D,0,Never or more than one year ago
S4510D,1,Within the last year
S4510D,2,Within the last 3 months
S4510D,3,Within the last month
S4510D,4,Within the last 7 days
S4510D,5,Within the last 3 days
S4510E,0,Never or more than one year ago
S4510E,1,Within the last year
S4510E,2,Within the last 3 months
S4510E,3,Within the last month
S4510E,4,Within the last 7 days
S4510E,5,Within the last 3 days
S4510F,0,Never or more than one year ago
S4510F,1,Within the last year
S4510F,2,Within the last 3 months
S4510F,3,Within the last month
S4510F,4,Within the last 7 days
S4510F,5,Within the last 3 days
S5000,0,Minimum value
S5000,9,Maximum value
S5005,0,None
S5005,1,Inhouse
S5005,2,Other
S5005,3,Both
S5010A1,01,Spine - Left
S5010A1,02,Spine - Right
S5010A1,03,Spine - Center
S5010A1,04,Coccyx - Left
S5010A1,05,Coccyx - Right
S5010A1,06,Coccyx - Center
S5010A1,07,Sacrum - Left
S5010A1,08,Sacrum - Right
S5010A1,09,Sacrum - Center
S5010A1,10,Buttock - Left
S5010A1,11,Buttock - Right
S5010A1,12,Buttock - Center
S5010A1,13,Trochanter - Left
S5010A1,14,Trochanter - Right
S5010A1,15,Trochanter - Center
S5010A1,16,Ischium - Left
S5010A1,17,Ischium - Right
S5010A1,18,Ischium - Center
S5010A1,19,Knee - Left
S5010A1,20,Knee - Right
S5010A1,21,Knee - Center
S5010A1,22,Ankle - Left
S5010A1,23,Ankle - Right
S5010A1,24,Ankle - Center
S5010A1,25,Heel - Left
S5010A1,26,Heel - Right
S5010A1,27,Heel - Center
S5010A1,28,Foot - Left
S5010A1,29,Foot - Right
S5010A1,30,Foot - Center
S5010A1,99,Other
S5010A2,0,No change
S5010A2,1,Decreased depth
S5010A2,2,Decreased area
S5010A2,3,Decreased depth and area
S5010A2,4,Increased depth
S5010A2,5,Increased area
S5010A2,6,Increased depth and area
S5010A2,7,"Decreased depth, increased area"
S5010A2,8,"Increased depth, decreased area"
S5010B1,01,Spine - Left
S5010B1,02,Spine - Right
S5010B1,03,Spine - Center
S5010B1,04,Coccyx - Left
S5010B1,05,Coccyx - Right
S5010B1,06,Coccyx - Center
S5010B1,07,Sacrum - Left
S5010B1,08,Sacrum - Right
S5010B1,09,Sacrum - Center
S5010B1,10,Buttock - Left
S5010B1,11,Buttock - Right
S5010B1,12,Buttock - Center
S5010B1,13,Trochanter - Left
S5010B1,14,Trochanter - Right
S5010B1,15,Trochanter - Center
S5010B1,16,Ischium - Left
S5010B1,17,Ischium - Right
S5010B1,18,Ischium - Center
S5010B1,19,Knee - Left
S5010B1,20,Knee - Right
S5010B1,21,Knee - Center
S5010B1,22,Ankle - Left
S5010B1,23,Ankle - Right
S5010B1,24,Ankle - Center
S5010B1,25,Heel - Left
S5010B1,26,Heel - Right
S5010B1,27,Heel - Center
S5010B1,28,Foot - Left
S5010B1,29,Foot - Right
S5010B1,30,Foot - Center
S5010B1,99,Other
S5010B2,0,No change
S5010B2,1,Decreased depth
S5010B2,2,Decreased area
S5010B2,3,Decreased depth and area
S5010B2,4,Increased depth
S5010B2,5,Increased area
S5010B2,6,Increased depth and area
S5010B2,7,"Decreased depth, increased area"
S5010B2,8,"Increased depth, decreased area"
S5010C1,01,Spine - Left
S5010C1,02,Spine - Right
S5010C1,03,Spine - Center
S5010C1,04,Coccyx - Left
S5010C1,05,Coccyx - Right
S5010C1,06,Coccyx - Center
S5010C1,07,Sacrum - Left
S5010C1,08,Sacrum - Right
S5010C1,09,Sacrum - Center
S5010C1,10,Buttock - Left
S5010C1,11,Buttock - Right
S5010C1,12,Buttock - Center
S5010C1,13,Trochanter - Left
S5010C1,14,Trochanter - Right
S5010C1,15,Trochanter - Center
S5010C1,16,Ischium - Left
S5010C1,17,Ischium - Right
S5010C1,18,Ischium - Center
S5010C1,19,Knee - Left
S5010C1,20,Knee - Right
S5010C1,21,Knee - Center
S5010C1,22,Ankle - Left
S5010C1,23,Ankle - Right
S5010C1,24,Ankle - Center
S5010C1,25,Heel - Left
S5010C1,26,Heel - Right
S5010C1,27,Heel - Center
S5010C1,28,Foot - Left
S5010C1,29,Foot - Right
S5010C1,30,Foot - Center
S5010C1,99,Other
S5010C2,0,No change
S5010C2,1,Decreased depth
S5010C2,2,Decreased area
S5010C2,3,Decreased depth and area
S5010C2,4,Increased depth
S5010C2,5,Increased area
S5010C2,6,Increased depth and area
S5010C2,7,"Decreased depth, increased area"
S5010C2,8,"Increased depth, decreased area"
S5010D1,01,Spine - Left
S5010D1,02,Spine - Right
S5010D1,03,Spine - Center
S5010D1,04,Coccyx - Left
S5010D1,05,Coccyx - Right
S5010D1,06,Coccyx - Center
S5010D1,07,Sacrum - Left
S5010D1,08,Sacrum - Right
S5010D1,09,Sacrum - Center
S5010D1,10,Buttock - Left
S5010D1,11,Buttock - Right
S5010D1,12,Buttock - Center
S5010D1,13,Trochanter - Left
S5010D1,14,Trochanter - Right
S5010D1,15,Trochanter - Center
S5010D1,16,Ischium - Left
S5010D1,17,Ischium - Right
S5010D1,18,Ischium - Center
S5010D1,19,Knee - Left
S5010D1,20,Knee - Right
S5010D1,21,Knee - Center
S5010D1,22,Ankle - Left
S5010D1,23,Ankle - Right
S5010D1,24,Ankle - Center
S5010D1,25,Heel - Left
S5010D1,26,Heel - Right
S5010D1,27,Heel - Center
S5010D1,28,Foot - Left
S5010D1,29,Foot - Right
S5010D1,30,Foot - Center
S5010D1,99,Other
S5010D2,0,No change
S5010D2,1,Decreased depth
S5010D2,2,Decreased area
S5010D2,3,Decreased depth and area
S5010D2,4,Increased depth
S5010D2,5,Increased area
S5010D2,6,Increased depth and area
S5010D2,7,"Decreased depth, increased area"
S5010D2,8,"Increase depth, decreased area"
S5010E1,01,Spine - Left
S5010E1,02,Spine - Right
S5010E1,03,Spine - Center
S5010E1,04,Coccyx - Left
S5010E1,05,Coccyx - Right
S5010E1,06,Coccyx - Center
S5010E1,07,Sacrum - Left
S5010E1,08,Sacrum - Right
S5010E1,09,Sacrum - Center
S5010E1,10,Buttock - Left
S5010E1,11,Buttock - Right
S5010E1,12,Buttock - Center
S5010E1,13,Trochanter - Left
S5010E1,14,Trochanter - Right
S5010E1,15,Trochanter - Center
S5010E1,16,Ischium - Left
S5010E1,17,Ischium - Right
S5010E1,18,Ischium - Center
S5010E1,19,Knee - Left
S5010E1,20,Knee - Right
S5010E1,21,Knee - Center
S5010E1,22,Ankle - Left
S5010E1,23,Ankle - Right
S5010E1,24,Ankle - Center
S5010E1,25,Heel - Left
S5010E1,26,Heel - Right
S5010E1,27,Heel - Center
S5010E1,28,Foot - Left
S5010E1,29,Foot - Right
S5010E1,30,Foot - Center
S5010E1,99,Other
S5010E2,0,No change
S5010E2,1,Decreased depth
S5010E2,2,Decreased area
S5010E2,3,Decreased depth and area
S5010E2,4,Increased depth
S5010E2,5,Increased area
S5010E2,6,Increased depth and area
S5010E2,7,"Decreased depth, increased area"
S5010E2,8,"Increased depth, decreased area"
S5010F1,01,Spine - Left
S5010F1,02,Spine - Right
S5010F1,03,Spine - Center
S5010F1,04,Coccyx - Left
S5010F1,05,Coccyx - Right
S5010F1,06,Coccyx - Center
S5010F1,07,Sacrum - Left
S5010F1,08,Sacrum - Right
S5010F1,09,Sacrum - Center
S5010F1,10,Buttock - Left
S5010F1,11,Buttock - Right
S5010F1,12,Buttock - Center
S5010F1,13,Trochanter - Left
S5010F1,14,Trochanter - Right
S5010F1,15,Trochanter - Center
S5010F1,16,Ischium - Left
S5010F1,17,Ischium - Right
S5010F1,18,Ischium - Center
S5010F1,19,Knee - Left
S5010F1,20,Knee - Right
S5010F1,21,Knee - Center
S5010F1,22,Ankle - Left
S5010F1,23,Ankle - Right
S5010F1,24,Ankle - Center
S5010F1,25,Heel - Left
S5010F1,26,Heel - Right
S5010F1,27,Heel - Center
S5010F1,28,Foot - Left
S5010F1,29,Foot - Right
S5010F1,30,Foot - Center
S5010F1,99,Other
S5010F2,0,No change
S5010F2,1,Decreased depth
S5010F2,2,Decreased area
S5010F2,3,Decreased depth and area
S5010F2,4,Increased depth
S5010F2,5,Increased area
S5010F2,6,Increased depth and area
S5010F2,7,"Decreased depth, increased area"
S5010F2,8,"Increased depth, decreased area"
S5010G1,01,Spine - Left
S5010G1,02,Spine - Right
S5010G1,03,Spine - Center
S5010G1,04,Coccyx - Left
S5010G1,05,Coccyx - Right
S5010G1,06,Coccyx - Center
S5010G1,07,Sacrum - Left
S5010G1,08,Sacrum - Right
S5010G1,09,Sacrum - Center
S5010G1,10,Buttock - Left
S5010G1,11,Buttock - Right
S5010G1,12,Buttock - Center
S5010G1,13,Trochanter - Left
S5010G1,14,Trochanter - Right
S5010G1,15,Trochanter - Center
S5010G1,16,Ischium - Left
S5010G1,17,Ischium - Right
S5010G1,18,Ischium - Center
S5010G1,19,Knee - Left
S5010G1,20,Knee - Right
S5010G1,21,Knee - Center
S5010G1,22,Ankle - Left
S5010G1,23,Ankle - Right
S5010G1,24,Ankle - Center
S5010G1,25,Heel - Left
S5010G1,26,Heel - Right
S5010G1,27,Heel - Center
S5010G1,28,Foot - Left
S5010G1,29,Foot - Right
S5010G1,30,Foot - Center
S5010G1,99,Other
S5010G2,0,No change
S5010G2,1,Decreased depth
S5010G2,2,Decreased area
S5010G2,3,Decreased depth and area
S5010G2,4,Increased depth
S5010G2,5,Increased area
S5010G2,6,Increased depth and area
S5010G2,7,"Decreased depth, increased area"
S5010G2,8,"Increased depth, decreased area"
S5010H1,01,Spine - Left
S5010H1,02,Spine - Right
S5010H1,03,Spine - Center
S5010H1,04,Coccyx - Left
S5010H1,05,Coccyx - Right
S5010H1,06,Coccyx - Center
S5010H1,07,Sacrum - Left
S5010H1,08,Sacrum - Right
S5010H1,09,Sacrum - Center
S5010H1,10,Buttock - Left
S5010H1,11,Buttock - Right
S5010H1,12,Buttock - Center
S5010H1,13,Trochanter - Left
S5010H1,14,Trochanter - Right
S5010H1,15,Trochanter - Center
S5010H1,16,Ischium - Left
S5010H1,17,Ischium - Right
S5010H1,18,Ischium - Center
S5010H1,19,Knee - Left
S5010H1,20,Knee - Right
S5010H1,21,Knee - Center
S5010H1,22,Ankle - Left
S5010H1,23,Ankle - Right
S5010H1,24,Ankle - Center
S5010H1,25,Heel - Left
S5010H1,26,Heel - Right
S5010H1,27,Heel - Center
S5010H1,28,Foot - Left
S5010H1,29,Foot - Right
S5010H1,30,Foot - Center
S5010H1,99,Other
S5010H2,0,No change
S5010H2,1,Decreased depth
S5010H2,2,Decreased area
S5010H2,3,Decreased depth and area
S5010H2,4,Increased depth
S5010H2,5,Increased area
S5010H2,6,Increased depth and area
S5010H2,7,"Decreased depth, increased area"
S5010H2,8,"Increased depth, decreased area"
S5010I1,01,Spine - Left
S5010I1,02,Spine - Right
S5010I1,03,Spine - Center
S5010I1,04,Coccyx - Left
S5010I1,05,Coccyx - Right
S5010I1,06,Coccyx - Center
S5010I1,07,Sacrum - Left
S5010I1,08,Sacrum - Right
S5010I1,09,Sacrum - Center
S5010I1,10,Buttock - Left
S5010I1,11,Buttock - Right
S5010I1,12,Buttock - Center
S5010I1,13,Trochanter - Left
S5010I1,14,Trochanter - Right
S5010I1,15,Trochanter - Center
S5010I1,16,Ischium - Left
S5010I1,17,Ischium - Right
S5010I1,18,Ischium - Center
S5010I1,19,Knee - Left
S5010I1,20,Knee - Right
S5010I1,21,Knee - Center
S5010I1,22,Ankle - Left
S5010I1,23,Ankle - Right
S5010I1,24,Ankle - Center
S5010I1,25,Heel - Left
S5010I1,26,Heel - Right
S5010I1,27,Heel - Center
S5010I1,28,Foot - Left
S5010I1,29,Foot - Right
S5010I1,30,Foot - Center
S5010I1,99,Other
S5010I2,0,No change
S5010I2,1,Decreased depth
S5010I2,2,Decreased area
S5010I2,3,Decreased depth and area
S5010I2,4,Increased depth
S5010I2,5,Increased area
S5010I2,6,Increased depth and area
S5010I2,7,"Decreased depth, increased area"
S5010I2,8,"Increased depth, decreased area"
S6000,0,No
S6000,1,Yes
S6005,0,No
S6005,1,Yes
S6010,0,No
S6010,1,Yes
S6050,0,No
S6050,1,Yes
S6051A,0,Not checked (No)
S6051A,1,Checked (Yes)
S6051B,0,Not checked (No)
S6051B,1,Checked (Yes)
S6051C,0,Not checked (No)
S6051C,1,Checked (Yes)
S6051D,0,Not checked (No)
S6051D,1,Checked (Yes)
S6100A,0,Not checked (No)
S6100A,1,Checked (Yes)
S6100B,0,Not checked (No)
S6100B,1,Checked (Yes)
S6100C,0,Not checked (No)
S6100C,1,Checked (Yes)
S6100D,0,Not checked (No)
S6100D,1,Checked (Yes)
S6100E,0,Not checked (No)
S6100E,1,Checked (Yes)
S6100F1,Text,Other Vaccination 1 Name
S6100F2,Text,Other Vaccination 2 Name
S6100F3,Text,Other Vaccination 3 Name
S6100Z,0,Not checked (No)
S6100Z,1,Checked (Yes)
S6200,0,Minimum value
S6200,90,Maximum value
S6210,0,Minimum value
S6210,999,Maximum value
S6220,0,No
S6220,1,Yes
S8000A1,0,Not checked (No)
S8000A1,1,Checked (Yes)
S8000A2,0,Not checked (No)
S8000A2,1,Checked (Yes)
S8000A3,0,Not checked (No)
S8000A3,1,Checked (Yes)
S8000B1,0,Not checked (No)
S8000B1,1,Checked (Yes)
S8000B2,0,Not checked (No)
S8000B2,1,Checked (Yes)
S8000B3,0,Not checked (No)
S8000B3,1,Checked (Yes)
S8000C1,0,Not checked (No)
S8000C1,1,Checked (Yes)
S8000C2,0,Not checked (No)
S8000C2,1,Checked (Yes)
S8000C3,0,Not checked (No)
S8000C3,1,Checked (Yes)
S8000D1,0,Not checked (No)
S8000D1,1,Checked (Yes)
S8000D3,0,Not checked (No)
S8000D3,1,Checked (Yes)
S8000E1,0,Not checked (No)
S8000E1,1,Checked (Yes)
S8000E2,0,Not checked (No)
S8000E2,1,Checked (Yes)
S8000E3,0,Not checked (No)
S8000E3,1,Checked (Yes)
S8000Z,0,Not checked (No)
S8000Z,1,Checked (Yes)
S8000D2,0,Not checked (No)
S8000D2,1,Checked (Yes)
S8010A1,0,Not checked (No)
S8010A1,1,Checked (Yes)
S8010A2,0,Not checked (No)
S8010A2,1,Checked (Yes)
S8010A3,0,Not checked (No)
S8010A3,1,Checked (Yes)
S8010B1,0,Not checked (No)
S8010B1,1,Checked (Yes)
S8010B2,0,Not checked (No)
S8010B2,1,Checked (Yes)
S8010B3,0,Not checked (No)
S8010B3,1,Checked (Yes)
S8010C1,0,Not checked (No)
S8010C1,1,Checked (Yes)
S8010C2,0,Not checked (No)
S8010C2,1,Checked (Yes)
S8010C3,0,Not checked (No)
S8010C3,1,Checked (Yes)
S8010D1,0,Not checked (No)
S8010D1,1,Checked (Yes)
S8010D2,0,Not checked (No)
S8010D2,1,Checked (Yes)
S8010D3,0,Not checked (No)
S8010D3,1,Checked (Yes)
S8010F1,0,Not checked (No)
S8010F1,1,Checked (Yes)
S8010F2,0,Not checked (No)
S8010F2,1,Checked (Yes)
S8010F3,0,Not checked (No)
S8010F3,1,Checked (Yes)
S8010G1,0,Not checked (No)
S8010G1,1,Checked (Yes)
S8010G2,0,Not checked (No)
S8010G2,1,Checked (Yes)
S8010G3,0,Not checked (No)
S8010G3,1,Checked (Yes)
S8010H1,0,Not checked (No)
S8010H1,1,Checked (Yes)
S8010H2,0,Not checked (No)
S8010H2,1,Checked (Yes)
S8010H3,0,Not checked (No)
S8010H3,1,Checked (Yes)
S8010I1,0,Not checked (No)
S8010I1,1,Checked (Yes)
S8010I2,0,Not checked (No)
S8010I2,1,Checked (Yes)
S8010I3,0,Not checked (No)
S8010I3,1,Checked (Yes)
S8010Z,0,Not checked (No)
S8010Z,1,Checked (Yes)
S8020A1,0,Not checked (No)
S8020A1,1,Checked (Yes)
S8020A2,0,Not checked (No)
S8020A2,1,Checked (Yes)
S8020A3,0,Not checked (No)
S8020A3,1,Checked (Yes)
S8020B1,0,Not checked (No)
S8020B1,1,Checked (Yes)
S8020B2,0,Not checked (No)
S8020B2,1,Checked (Yes)
S8020B3,0,Not checked (No)
S8020B3,1,Checked (Yes)
S8020C1,0,Not checked (No)
S8020C1,1,Checked (Yes)
S8020C2,0,Not checked (No)
S8020C2,1,Checked (Yes)
S8020C3,0,Not checked (No)
S8020C3,1,Checked (Yes)
S8030A1,0,Not checked (No)
S8030A1,1,Checked (Yes)
S8030A2,0,Not checked (No)
S8030A2,1,Checked (Yes)
S8030A3,0,Not checked (No)
S8030A3,1,Checked (Yes)
S8030B1,0,Not checked (No)
S8030B1,1,Checked (Yes)
S8030B2,0,Not checked (No)
S8030B2,1,Checked (Yes)
S8030B3,0,Not checked (No)
S8030B3,1,Checked (Yes)
S8030C,0,Not checked (No)
S8030C,1,Checked (Yes)
S8030Z,0,Not checked (No)
S8030Z,1,Checked (Yes)
S8020Z,0,Not checked (No)
S8020Z,1,Checked (Yes)
S8040A1,0,Not checked (No)
S8040A1,1,Checked (Yes)
S8040A2,0,Not checked (No)
S8040A2,1,Checked (Yes)
S8040A3,0,Not checked (No)
S8040A3,1,Checked (Yes)
S8040B1,0,Not checked (No)
S8040B1,1,Checked (Yes)
S8040B2,0,Not checked (No)
S8040B2,1,Checked (Yes)
S8040B3,0,Not checked (No)
S8040B3,1,Checked (Yes)
S8040C1,0,Not checked (No)
S8040C1,1,Checked (Yes)
S8040C2,0,Not checked (No)
S8040C2,1,Checked (Yes)
S8040C3,0,Not checked (No)
S8040C3,1,Checked (Yes)
S8040D1,0,Not checked (No)
S8040D1,1,Checked (Yes)
S8040D2,0,Not checked (No)
S8040D2,1,Checked (Yes)
S8040D3,0,Not checked (No)
S8040D3,1,Checked (Yes)
S8040Z,0,Not checked (No)
S8040Z,1,Checked (Yes)
S8050A1,0,Not checked (No)
S8050A1,1,Checked (Yes)
S8050A2,0,Not checked (No)
S8050A2,1,Checked (Yes)
S8050A3,0,Not checked (No)
S8050A3,1,Checked (Yes)
S8050D,Text,Other Payor Name 3
S8099,0,Not checked (No)
S8099,1,Checked (Yes)
S8050B,Text,Other Payor Name 1
S8050C,Text,Other Payor Name 2
S8500,YYYYMMDD,Medicaid Coverage Begin Date
S8510A,00,Minimum value
S8510A,99,Maximum value
S8510B,00,Minimum value
S8510B,99,Maximum value
S8512A,00,Minimum value
S8512A,99,Maximum value
S8512B,00,Minimum value
S8512B,99,Maximum value
S8520A,H,Hospital
S8520A,T,Therapeutic
S8520A,D,Deletion Request
S8520B,YYYYMMDD,Leave Days for Medicaid Begin Date Type 1
S8520C,YYYYMMDD,Leave Days for Medicaid End Date Type 1
S8521A,H,Hospital
S8521A,T,Therapeutic
S8521A,D,Deletion Request
S8521B,YYYYMMDD,Leave Days for Medicaid Begin Date Type 2
S8521C,YYYYMMDD,Leave Days for Medicaid End Date Type 2
S9000,0,No
S9000,1,Yes
S9001,0,No
S9001,1,Yes
S9002A,0,Not checked (No)
S9002A,1,Checked (Yes)
S9002B,0,Not checked (No)
S9002B,1,Checked (Yes)
S9002C,0,Not checked (No)
S9002C,1,Checked (Yes)
S9002D,0,Not checked (No)
S9002D,1,Checked (Yes)
S9002E,0,Not checked (No)
S9002E,1,Checked (Yes)
S9002F,0,Not checked (No)
S9002F,1,Checked (Yes)
S9002G,0,Not checked (No)
S9002G,1,Checked (Yes)
S9002H,0,Not checked (No)
S9002H,1,Checked (Yes)
S9002I,0,Not checked (No)
S9002I,1,Checked (Yes)
S9003,0,No
S9003,1,Yes
S9020,Text,FL FRAES Number
S9040A,0,No
S9040A,1,Yes
S9040B,1,Attempt resuscitation/CPR
S9040B,2,Do not attempt resuscitation/DNR
S9040B,9,Not completed
S9040C,1,Comfort measures only is checked
S9040C,2,Limited additional interventions is the only box checked
S9040C,3,"Limited additional interventions AND ""Transfer to hospital only if comfort needs cannot be met in current location"" are BOTH checked"
S9040C,4,Full Treatment is checked
S9040C,9,Not completed
S9040D,1,"No artificial means of nutrition, including feeding tubes"
S9040D,2,Trial period of artificial nutrition including feeding tubes
S9040D,3,Long term artificial nutrition including feeding tubes
S9040D,9,Not completed
S9040E,0,No
S9040E,1,Yes
S9040F,0,No
S9040F,1,Yes - Patient or Legally Recognized Decisionmaker
S9040G,1,Patient
S9040G,2,Legally Recognized Decisionmaker
S9040G,9,Not completed
S9060,1,AIDS Scatter Beds
S9060,2,Traumatic Brain Injury (TBI) Extended Care
S9060,9,None of the Above
S9080A,0,No
S9080A,1,Yes
S9080B,YYYYMMDD,PA Medical Assistance Case Mix Date
S9080C,Text,PA Medical Assistance Case Mix ACCESS Card Number
S9080D,YYYYMMDD,PA Medical Assistance Case Mix NF Effective Date
S9080E,0,No
S9080E,1,Yes
S9100A,1,Virginia Medicaid per diem
S9100A,2,Virginia Commonwealth Coordinated Care (CCC) Plus
S9100A,3,Other reimbursement source
S9100B,1,Virginia Medicaid per diem
S9100B,2,Virginia Medicaid Specialized Care per diem
S9100B,3,Managed Care Organization reimbursement
S9100B,4,Other reimbursement source
S9120,0,No
S9120,1,Yes
S9100C,YYYYMMDD,Valid date
S0120,Text,Prior Residence ZIP Code
S0123,Text,Prior Residence County
S0125,Text,Prior Residence Town Code
S8010E1,0,Not checked (No)
S8010E1,1,Checked (Yes)
S8010E2,0,Not checked (No)
S8010E2,1,Checked (Yes)
S8010E3,0,Not checked (No)
S8010E3,1,Checked (Yes)
S0511,^,Blank (skip pattern)
ASSESSMENT_ID,Text,Assessment internal ID
ORIGINAL_ASSESSMENT_ID,Text,Original assessment ID
RESIDENT_INTERNAL_ID,Text,Resident internal ID
TARGET_DATE,YYYYMMDD,Target date
FACILITY_PROVIDER_INTERNAL_ID,Text,Facility/provider internal ID
SUBMISSION_ID,Text,Submission ID
SUBMISSION_DATE,YYYYMMDD,Submission date
SUBMISSION_COMPLETE_DATE,YYYYMMDD,Submission processing completion date
SUBMITTING_USER_ID,Text,Submitter user ID
RESIDENT_MATCH_CRITERIA,Text,Resident matching criteria
RESIDENT_AGE,000,Minimum value
RESIDENT_AGE,999,Maximum value
BIRTHDATE_SUBMIT_CODE,D,Year and month only (day was set to default value)
BIRTHDATE_SUBMIT_CODE,M,Year only (month and day were set to default values)
BIRTHDATE_SUBMIT_CODE,S,Full date submitted
CBSA_URBAN_RURAL_CODE,R,Rural
CBSA_URBAN_RURAL_CODE,U,Urban
STATE_EXTRACT_FILE_ID,Text,State extract file identifier
RECALCULATED_Z0100A,Text,Calculated Medicare Part A: HIPPS code
RECALCULATED_Z0100B,Text,Calculated Medicare Part A: Version Code
RECALCULATED_Z0200A,Text,Calculated State case mix: Group
CMI_VALUE_FOR_RECALC_Z0200A,Text,CMI value returned for State Group
CMI_SET_FOR_RECALC_Z0200A,Text,Set Code used for State Group
RECALCULATED_Z0200B,Text,Calculated State case mix: Version code
RECALCULATED_Z0250A,Text,Calculated State case mix: Alternative group
CMI_VALUE_FOR_RECALC_Z0250A,Text,Alternate CMI value returned for State Group
CMI_SET_FOR_RECALC_Z0250A,Text,Alternate Set Code used for State Group
RECALCULATED_Z0250B,Text,Calculated State case mix: Alternative version code
MEDICARE_RUG4_HIER_GRP,Text,RUG IV Medicare hierarchical group
MEDICARE_RUG4_HIER_VERSION,Text,RUG IV Medicare hierarchical version
MEDICARE_RUG3_IDX_MAX_GRP,Text,RUG III Medicare index max group
MEDICARE_RUG3_IDX_MAX_VERSION,Text,RUG III Medicare index max version
MEDICARE_RUG3_IDX_MAX_CMI_VAL,Text,RUG III Medicare index max case mix index
MEDICARE_RUG3_IDX_MAX_CMI_SET,Text,RUG III Medicare index max case mix index set
MEDICARE_RUG3_HIER_GRP,Text,RUG III Medicare hierarchical group
MEDICARE_RUG3_HIER_VERSION,Text,RUG III Medicare hierarchical version
CALCULATED_ITEMS_FILLER1,Text,Filler
X0150,^,Blank (skip pattern)
SPEC_VRSN_CD,1.01,First update to data specifications (effective 04/01/2011)
S0120,-,Not assessed/no information
S0123,-,Not assessed/no information
S0150,^,Blank (skip pattern)
S0501,^,Blank (skip pattern)
S8020C3,^,Blank (skip pattern)
S8500,-,Not assessed/no information
S8500,^,Blank (skip pattern)
S9080C,^,Blank (skip pattern)
S9080D,^,Blank (skip pattern)
S9120,^,Blank (skip pattern)
S0160,01,Discrete AIDS Unit
S0160,02,Ventilator Dependent Unit
S0160,03,Traumatic Brain Injury (TBI) Unit
S0160,04,Behavioral Intervention Unit
S0160,05,Behavioral Intervention Step-Down Unit
S0160,06,Pediatric Specialty Unit / Facility
S0160,07,AIDS Scatter Beds
S0160,08,Traumatic Brain Injury (TBI) Extended Care
S0160,99,None of the Above
